"DATA_LEVEL","SCHOOL_YEAR","REPORTING_PERIOD","DISTRICT_NUMBER","DISTRICT_NAME","EMPLOYMENT_CATEGORY","GENDER","HEADCOUNT","FTE","AVERAGE_AGE","AVERAGE_ANNUAL_SALARY_PER_FTE"
"District level","2019/2020","Q4","043","Coquitlam","Educator","M","662","648.0887","45","85070"
"District level","2019/2020","Q4","043","Coquitlam","Teacher","All","2276","2093.2621","43","78702"
"District level","2019/2020","Q4","043","Coquitlam","Teacher","F","1684","1515.1734","43","78472"
"District level","2019/2020","Q4","043","Coquitlam","Teacher","M","592","578.0887","45","79347"
"District level","2019/2020","Q4","044","North Vancouver","Administrator","All","86","85.8","46","124083"
"District level","2019/2020","Q4","044","North Vancouver","Administrator","M","33","33","48","132609"
"District level","2019/2020","Q4","044","North Vancouver","Educator","All","1188","1044.573","44","83345"
"District level","2019/2020","Q4","044","North Vancouver","Educator","M","297","281.634","45","86393"
"District level","2019/2020","Q4","044","North Vancouver","Teacher","F","838","710.139","44","79372"
"District level","2019/2020","Q4","045","West Vancouver","Administrator","All","45","44.4","47","127312"
"District level","2019/2020","Q4","045","West Vancouver","Administrator","F","28","28","46","122539"
"District level","2019/2020","Q4","045","West Vancouver","Administrator","M","17","16.4","48","135174"
"District level","2019/2020","Q4","045","West Vancouver","Educator","All","541","491.5128","43","81097"
"District level","2019/2020","Q4","045","West Vancouver","Educator","F","402","362.6658","42","79210"
"District level","2019/2020","Q4","045","West Vancouver","Educator","M","139","128.847","45","86565"
"District level","2019/2020","Q4","045","West Vancouver","Teacher","All","496","447.1128","42","77403"
"District level","2019/2020","Q4","045","West Vancouver","Teacher","F","374","334.6658","42","76349"
"District level","2019/2020","Q4","046","Sunshine Coast","Administrator","All","28","22","55","127684"
"District level","2019/2020","Q4","046","Sunshine Coast","Administrator","F","16","11","55","126283"
"District level","2019/2020","Q4","046","Sunshine Coast","Educator","All","282","253.593","47","80748"
"District level","2019/2020","Q4","046","Sunshine Coast","Educator","M","90","84.93","48","85756"
"District level","2019/2020","Q4","046","Sunshine Coast","Teacher","All","255","231.593","47","77428"
"District level","2019/2020","Q4","046","Sunshine Coast","Teacher","F","176","157.663","47","76062"
"District level","2019/2020","Q4","046","Sunshine Coast","Teacher","M","79","73.93","47","80631"
"District level","2019/2020","Q4","047","Powell River","Administrator","All","26","16","45","125071"
"District level","2019/2020","Q4","047","Powell River","Administrator","M","Msk","Msk","Msk","Msk"
"District level","2019/2020","Q4","047","Powell River","Educator","All","198","164.005","44","81389"
"District level","2019/2020","Q4","047","Powell River","Educator","F","137","109.775","44","79744"
"District level","2019/2020","Q4","047","Powell River","Educator","M","61","54.23","46","85006"
"District level","2019/2020","Q4","047","Powell River","Teacher","F","119","99.775","44","76744"
"District level","2019/2020","Q4","047","Powell River","Teacher","M","53","48.23","45","80163"
"District level","2019/2020","Q4","048","Sea to Sky","Administrator","M","12","12","46","132584"
"District level","2019/2020","Q4","048","Sea to Sky","Educator","F","314","275.6513","42","80881"
"District level","2019/2020","Q4","048","Sea to Sky","Educator","M","82","77.47","43","85972"
"District level","2019/2020","Q4","048","Sea to Sky","Teacher","All","366","324.5213","42","78719"
"District level","2019/2020","Q4","048","Sea to Sky","Teacher","F","296","259.0513","42","78721"
"District level","2019/2020","Q4","049","Central Coast","Administrator","All","Msk","Msk","Msk","Msk"
"District level","2019/2020","Q4","049","Central Coast","Administrator","M","Msk","Msk","Msk","Msk"
"District level","2019/2020","Q4","049","Central Coast","Educator","All","37","34.2","47","87917"
"District level","2019/2020","Q4","049","Central Coast","Educator","F","26","23.5","48","84372"
"District level","2019/2020","Q4","049","Central Coast","Educator","M","11","10.7","47","95554"
"District level","2019/2020","Q4","049","Central Coast","Teacher","All","31","28.2","47","76452"
"District level","2019/2020","Q4","049","Central Coast","Teacher","F","Msk","Msk","Msk","Msk"
"District level","2019/2020","Q4","049","Central Coast","Teacher","M","Msk","Msk","Msk","Msk"
"District level","2019/2020","Q4","050","Haida Gwaii","Administrator","All","10","10","45","128250"
"District level","2019/2020","Q4","050","Haida Gwaii","Administrator","M","Msk","Msk","Msk","Msk"
"District level","2019/2020","Q4","050","Haida Gwaii","Educator","All","58","53.357","46","88020"
"District level","2019/2020","Q4","050","Haida Gwaii","Educator","M","24","21.271","45","90038"
"District level","2019/2020","Q4","050","Haida Gwaii","Teacher","F","28","26.086","46","79561"
"District level","2019/2020","Q4","050","Haida Gwaii","Teacher","M","20","17.271","45","81352"
"District level","2019/2020","Q4","051","Boundary","Administrator","All","11","11","46","125609"
"District level","2019/2020","Q4","051","Boundary","Administrator","F","Msk","Msk","Msk","Msk"
"District level","2019/2020","Q4","051","Boundary","Administrator","M","Msk","Msk","Msk","Msk"
"District level","2019/2020","Q4","051","Boundary","Educator","All","103","96.06","47","84481"
"District level","2019/2020","Q4","051","Boundary","Educator","F","74","67.309","48","81519"
"District level","2019/2020","Q4","051","Boundary","Educator","M","29","28.751","44","93192"
"District level","2019/2020","Q4","051","Boundary","Teacher","All","92","85.06","47","79296"
"District level","2019/2020","Q4","051","Boundary","Teacher","F","71","64.309","48","79707"
"District level","2019/2020","Q4","051","Boundary","Teacher","M","21","20.751","43","77583"
"District level","2019/2020","Q4","052","Prince Rupert","Administrator","All","20","19.9","47","123401"
"District level","2019/2020","Q4","052","Prince Rupert","Educator","F","129","110.651","44","83475"
"District level","2019/2020","Q4","052","Prince Rupert","Educator","M","51","47.2713","43","81810"
"District level","2019/2020","Q4","052","Prince Rupert","Teacher","All","160","138.0223","43","77394"
"District level","2019/2020","Q4","052","Prince Rupert","Teacher","F","114","95.751","44","77645"
"District level","2019/2020","Q4","052","Prince Rupert","Teacher","M","46","42.2713","42","76763"
"District level","2019/2020","Q4","053","Okanagan Similkameen","Administrator","All","18","18","48","126781"
"District level","2019/2020","Q4","053","Okanagan Similkameen","Administrator","F","Msk","Msk","Msk","Msk"
"District level","2019/2020","Q4","053","Okanagan Similkameen","Administrator","M","Msk","Msk","Msk","Msk"
"District level","2019/2020","Q4","053","Okanagan Similkameen","Educator","All","196","185.001","44","81303"
"District level","2019/2020","Q4","053","Okanagan Similkameen","Educator","F","133","124.634","44","80492"
"District level","2019/2020","Q4","053","Okanagan Similkameen","Teacher","All","178","167.001","43","77017"
"District level","2019/2020","Q4","053","Okanagan Similkameen","Teacher","M","55","52.367","44","77272"
"District level","2019/2020","Q4","054","Bulkley Valley","Administrator","All","16","16","50","123880"
"District level","2019/2020","Q4","054","Bulkley Valley","Administrator","M","Msk","Msk","Msk","Msk"
"District level","2019/2020","Q4","054","Bulkley Valley","Educator","All","151","145.2898","44","81039"
"District level","2019/2020","Q4","054","Bulkley Valley","Educator","F","110","105.4898","44","78693"
"District level","2019/2020","Q4","054","Bulkley Valley","Educator","M","41","39.8","46","87466"
"District level","2019/2020","Q4","054","Bulkley Valley","Teacher","All","135","129.2898","44","76341"
"District level","2019/2020","Q4","054","Bulkley Valley","Teacher","M","35","33.8","46","79849"
"District level","2019/2020","Q4","057","Prince George","Administrator","All","79","77","48","125105"
"District level","2019/2020","Q4","057","Prince George","Administrator","F","46","44","49","125583"
"District level","2019/2020","Q4","057","Prince George","Educator","All","1020","957.919","43","80349"
"District level","2019/2020","Q4","057","Prince George","Educator","F","746","692.7363","43","79543"
"District level","2019/2020","Q4","057","Prince George","Teacher","All","941","880.919","43","77368"
"District level","2019/2020","Q4","057","Prince George","Teacher","F","700","648.7363","43","77186"
"District level","2019/2020","Q4","057","Prince George","Teacher","M","241","232.1827","43","77913"
"District level","2019/2020","Q4","058","Nicola-Similkameen","Administrator","F","Msk","Msk","Msk","Msk"
"District level","2019/2020","Q4","058","Nicola-Similkameen","Administrator","M","Msk","Msk","Msk","Msk"
"District level","2019/2020","Q4","058","Nicola-Similkameen","Educator","All","177","165.931","44","80912"
"District level","2019/2020","Q4","058","Nicola-Similkameen","Educator","F","123","113.124","43","77732"
"District level","2019/2020","Q4","058","Nicola-Similkameen","Educator","M","54","52.807","44","88155"
"District level","2019/2020","Q4","058","Nicola-Similkameen","Teacher","All","159","147.931","43","74914"
"District level","2019/2020","Q4","058","Nicola-Similkameen","Teacher","F","115","105.124","43","73560"
"District level","2019/2020","Q4","058","Nicola-Similkameen","Teacher","M","44","42.807","43","78453"
"District level","2019/2020","Q4","059","Peace River South","Administrator","All","33","33","46","118752"
"District level","2019/2020","Q4","059","Peace River South","Administrator","F","21","21","50","119401"
"District level","2019/2020","Q4","059","Peace River South","Administrator","M","12","12","40","117703"
"District level","2019/2020","Q4","059","Peace River South","Educator","F","202","187.508","44","81343"
"District level","2019/2020","Q4","059","Peace River South","Teacher","All","230","213.803","44","76739"
"District level","2019/2020","Q4","059","Peace River South","Teacher","F","181","166.508","44","76975"
"District level","2019/2020","Q4","059","Peace River South","Teacher","M","49","47.295","43","75891"
"District level","2019/2020","Q4","060","Peace River North","Administrator","All","47","45.9","49","121705"
"District level","2019/2020","Q4","060","Peace River North","Administrator","F","25","23.9","51","116149"
"District level","2019/2020","Q4","060","Peace River North","Educator","All","429","402.9187","43","80931"
"District level","2019/2020","Q4","060","Peace River North","Teacher","All","382","357.0187","42","76140"
"District level","2019/2020","Q4","060","Peace River North","Teacher","F","268","246.3497","42","76712"
"District level","2019/2020","Q4","061","Greater Victoria","Administrator","All","112","111","49","123689"
"District level","2019/2020","Q4","061","Greater Victoria","Administrator","M","47","46","49","126141"
"District level","2019/2020","Q4","061","Greater Victoria","Educator","All","1573","1416.514","43","79886"
"District level","2019/2020","Q4","061","Greater Victoria","Educator","F","1116","987.208","42","78831"
"District level","2019/2020","Q4","061","Greater Victoria","Teacher","All","1461","1305.514","43","77034"
"District level","2019/2020","Q4","061","Greater Victoria","Teacher","F","1051","922.208","42","76544"
"District level","2019/2020","Q4","061","Greater Victoria","Teacher","M","410","383.306","44","78336"
"District level","2019/2020","Q4","062","Sooke","Administrator","All","66","66","49","124288"
"District level","2019/2020","Q4","062","Sooke","Administrator","F","43","43","49","121974"
"District level","2019/2020","Q4","062","Sooke","Administrator","M","23","23","50","128614"
"District level","2019/2020","Q4","062","Sooke","Educator","All","827","766.409","42","82302"
"District level","2019/2020","Q4","062","Sooke","Educator","F","596","545.03","42","81748"
"District level","2019/2020","Q4","062","Sooke","Educator","M","231","221.379","43","83829"
"District level","2019/2020","Q4","062","Sooke","Teacher","M","208","198.379","42","79231"
"District level","2019/2020","Q4","063","Saanich","Administrator","All","42","40.6","49","126842"
"District level","2019/2020","Q4","063","Saanich","Administrator","F","26","24.6","50","125872"
"District level","2019/2020","Q4","063","Saanich","Administrator","M","16","16","48","128358"
"District level","2019/2020","Q4","063","Saanich","Educator","F","428","379.3589","42","77788"
"District level","2019/2020","Q4","063","Saanich","Educator","M","162","152.9158","41","79792"
"District level","2019/2020","Q4","063","Saanich","Teacher","All","548","491.6747","41","75365"
"District level","2019/2020","Q4","063","Saanich","Teacher","F","402","354.7589","42","75257"
